raw_affiliation_string;openalex_work_id;openalex_country;openalex_display_name;matched_country
UPMC Sorbonne Universités, USA#TAB#;https://openalex.org/W1939709541;FR;Sorbonne;US
ANSES, Plant Health Laboratory, Nematology Unit, Domaine de la Motte Au Vicomte, BP 35327, 35653, Le Rheu Cedex, France. Electronic address: nicolas.mariette@anses.fr.;https://openalex.org/W4296026751;AR;ANSES;FR
Plant Biochemistry, Institute of Molecular Plant Biology Zurich Switzerland;https://openalex.org/W2995907482;CZ;Institute of Plant Molecular Biology;CH
Pierre-and-Marie-Curie University (UPMC);https://openalex.org/W2985702974;FR;Sorbonne University;US
LMDC, INSAT/UPS Génie Civil, 135 Avenue de Rangueil, 31077 Toulouse cedex 04, France;https://openalex.org/W3201732211;US;Intelligence and National Security Alliance;FR
Université de Lorraine, CNRS, Inria, LORIA, Nancy, France;https://openalex.org/W4200155408;CA;Interac;FR
BioForA, INRA, ONF;https://openalex.org/W2790951488;MA;Institut National de la Recherche Agronomique;FR
 University of Orleans;https://openalex.org/W2344005953;US;University of New Orleans;FR
ANSES, Maisons Alfort, France;https://openalex.org/W3090545212;AR;ANSES;FR
UMR1158 BioEcoAgro;https://openalex.org/W4282834125;ES;Centro de Biología Molecular Severo Ochoa;FR
UR, chirurgie expérimentale de l’appareil locomoteur, 3029 Sfax, Tunisie;https://openalex.org/W2535983564;TN;University of Sfax;FR
Università di Modena e Reggio Emilia;https://openalex.org/W2918580624;IT;University of Modena and Reggio Emilia;FR
AGH University of Science and Technology, Faculty of Mining and Geoengineering, Department of Economics and Management in Industry;https://openalex.org/W1027305141;PL;AGH University of Science and Technology;US
ICD-LOSI, University of Technology of Troyes, CNRS-UMR 6281, 12 Rue Marie Curie, CS 42060-10004 Troyes Cedex - France;https://openalex.org/W2514214899;US;Team Losi;FR
ICD-LOSI, University of Technology of Troyes, UMR 6281, CNRS-12 Rue Marie Curie, CS 42060-10004 Cedex - France;https://openalex.org/W2085431429;US;Team Losi;FR
Université Pierre et Marie Curie-Paris VI;https://openalex.org/W2058556978;FR;Sorbonne University;US
III-V Lab, a joint lab between ‘Alcatel-Lucent Bell Labs France’, ‘Thales Research and Technology’ and ‘CEA Leti’, Route de Nozay, 91460 Marcoussis, FRANCE;https://openalex.org/W2185464034;US;Bell Labs;FR
INSA CVL, PRISME Laboratory (EA 4229), Bourges, 18020, France;https://openalex.org/W2897675519;US;Intelligence and National Security Alliance;FR
INSA CVL, PRISME Laboratory, Bourges, 18020, France;https://openalex.org/W2771064528;US;Intelligence and National Security Alliance;FR
Alcatel-Lucent Bell Labs, France, Nozay, France#TAB#;https://openalex.org/W2044577399;DE;Alcatel Lucent;FR
Institut Supérieur d’Administration des Entreprises, Université de Gafsa;https://openalex.org/W3107586353;MA;Institut Supérieur de Commerce et d'Administration des Entreprises;TN
Laboratory of Catalysis and Organic Synthesis, Institute of Chemical Sciences and Engineering, Ecole Polytechnique Fédérale de Lausanne, EPFL SB ISIC LCSO, BCH 4306, 1015 Lausanne, Switzerland.;https://openalex.org/W2794432698;US;Synthes;CH
Forgetting and Cortical Dynamics, Lyon Neuroscience Research Center, University Lyon 1, Lyon, France.;https://openalex.org/W2558507168;AU;Cortical Dynamics;FR
MOE Key Laboratory of Macromolecular Synthesis and Functionalization, Department of Polymer Science and Engineering, Zhejiang University , Hangzhou 310027, China.;https://openalex.org/W2941941639;US;Synthes;CN
MOE Key Laboratory of Macromolecular Synthesis and Functionalization, Department of Polymer Science and Engineering, Zhejiang University, Hangzhou 310027, China. yznfly@zju.edu.cn.;https://openalex.org/W2765615064;US;Synthes;CN
MOE Key Laboratory of Macromolecular Synthesis and Functionalization, Department of Polymer Science and Engineering, Zhejiang University,310027 Hangzhou,China;https://openalex.org/W2746111627;US;Synthes;CN
MOE Key Laboratory of Macromolecular Synthesis and Functionalization, Department of Polymer Science and Engineering, Zhejiang Uni‐versity  Hangzhou 310027 China;https://openalex.org/W4200122083;US;Synthes;CN
CNRS-LAAS, 7 avenue du colonel Roche, F-31400 Toulouse, France;https://openalex.org/W2186521993;CH;Roche;FR
CNRS-LAAS, 7 avenue du colonel Roche, F-31400 Toulouse, France;https://openalex.org/W2415127372;CH;Roche;FR
3 Sigvaris, Saint Just Saint Rambert, France.;https://openalex.org/W2791639603;CH;SIGVARIS Group;FR
CNRS-LAAS, 7 avenue du colonel Roche, F-31400 Toulouse, France;https://openalex.org/W2214543878;CH;Roche;FR
LAAS-CNRS, Université de Toulouse, CNRS, INSA, Toulouse, France, Luxembourg Institute of Science and Technology, 5, Avenue des Hauts-Fourneaux, L-4362, Esch/Alzette, Luxembourg#TAB#;https://openalex.org/W2771744075;LU;Luxembourg Institute of Science and Technology;FR
CNRS, LAAS, 7 av. du colonel Roche, F-31400 Toulouse, France;https://openalex.org/W2399930671;CH;Roche;FR
Shimadzu France, Le luzard 2, Bat A, Bd Salvador Allende Noisiel, 77448 Marne-la-Vallée, France.;https://openalex.org/W3121236043;JP;Shimadzu;FR
Shimadzu France, Le Luzard 2, Bat A, Bd Salvador Allende Noisiel, 77448, Marne-la-Vallée, France;https://openalex.org/W3201327174;JP;Shimadzu;FR
Nestlé Institute of Health Sciences, EPFL Innovation Park, Bâtiment H, 1015 Lausanne, Switzerland.;https://openalex.org/W2912715854;NL;Nestlé;CH
Nestlé Institute of Health Sciences, Lausanne, Switzerland;https://openalex.org/W4220659676;NL;Nestlé;CH
Neurometabolic Diseases Laboratory Bellvitge Biomedical Research Institute (IDIBELL) L'Hospitalet de Llobregat08908Spain;https://openalex.org/W3049087194;US;Biomedical Research Institute;ES
Unité Biologie Fonctionnelle et Adaptative, CNRS UMR 8251, Paris, France;https://openalex.org/W2992975671;MD;Unité;FR
Unité de Biologie Fonctionnelle et Adaptative, CNRS UMR 8251, Sorbonne Paris Cité, Université Denis Diderot, Paris, France.;https://openalex.org/W2790810037;MD;Unité;FR
Analysis and modeling of neural systems by a system neuroscience approach;https://openalex.org/W2595034059;US;Science Approach;FR
Hypoxia and Acidosis Group, Nottingham Breast Cancer Research Centre, School of Medicine, Biodiscovery Institute, University of Nottingham;https://openalex.org/W4210985761;US;Discovery Institute;GB
UMR 228 Espace-Dev, Espace pour le développement;https://openalex.org/W2510374040;BJ;Institut de Recherche pour le Développement;FR
Division of Surgical Oncology, Winship Cancer Institute, Emory University, Atlanta, Georgia;https://openalex.org/W3033445219;US;Emory University;GE
Centre de Recherche en Automatique de Nancy, Centre National de la Recherche Scientifique UMR 7039;https://openalex.org/W4213400041;MA;Centre National de la Recherche Scientifique;FR
Infineon Technologies Austria#TAB#;https://openalex.org/W3018727510;DE;Infineon Technologies;AT
Nokia Bell Labs,  Inria;https://openalex.org/W2953796560;US;Bell Labs;FR
French National Institute of Health and Medical Research (INSERM) - Centre Psychiatrie & Neurosciences;https://openalex.org/W3158564577;AM;National Institute of Health;FR
Translational Science and Experimental Medicine, Research and Early Development, Respiratory and Immunology (R&I, BioPharmaceuticals R&D, AstraZeneca, Gothenburg, Sweden.;https://openalex.org/W3093056917;FI;AstraZeneca;SE
Translational Science and Experimental Medicine, Respiratory & Immunology, BioPharmaceuticals R&D, AstraZeneca, Gothenburg, Sweden.;https://openalex.org/W3121904305;FI;AstraZeneca;SE
Service de dermatologie, CHR de Metz-Thionville, rue du Friscaty, 57100 Thionville, France;https://openalex.org/W2982208468;DE;Metz;FR
Dermatologie, hôpital d’instruction des armées Legouest, Metz, France;https://openalex.org/W2769947924;DE;Metz;FR
STMicroelectronics, 850, rue Jean Monnet, 38926 Crolles (France);https://openalex.org/W2420363334;GB;STMicroelectronics;FR
Aide à la Décision pour une Médecine Personnalisé - Laboratoire de Biostatistique, Epidémiologie et Recherche Clinique - EA 2415;https://openalex.org/W2768668397;CH;Biologie Labor;FR
Department of Clinical Pharmacy, Niîmes University Hospital, Niîmes, France;https://openalex.org/W2909484559;JP;Ehime University;FR
Laboratoire Universitaire des Sciences Appliquées de Cherbourg, UNICAEN, 60 rue Max-Pol Fouchet 50130 Cherbourg-en-Cotentin France;https://openalex.org/W2914396560;BE;Facultés universitaires Saint-Louis;FR
Institut du Cerveau et de la Moelle épinière (ICM), Centre de NeuroImagerie de Recherche (CENIR), ICM, Paris, France.;https://openalex.org/W2770931714;US;ICM Partners;FR
Brain and Spine Institute – ICM Center for NeuroImaging Research – CENIR Paris France;https://openalex.org/W2905472964;US;ICM Partners;FR
Department of Epidemiology and Biostatistics, Amsterdam University Medical Centers, Vrije Universiteit Amsterdam, Amsterdam Public Health Research Institute, Amsterdam, The Netherlands;https://openalex.org/W3014252930;US;Public Health Research Institute;NL
Guadeloupe University Hospital, Antilles University, Guadeloupe, France.;https://openalex.org/W2948572020;GP;Institut Pasteur de la Guadeloupe;FR
Faculty of Medicine, University of the French West Indies, 97154, Pointe-à-Pitre, Guadeloupe, France.;https://openalex.org/W3026025406;JM;University of the West Indies System;GP
University of South Wales#TAB#;https://openalex.org/W2887817291;AU;UNSW Sydney;GB
IETR, INSA of Rennes, Rennes, France;https://openalex.org/W2587626877;US;Intelligence and National Security Alliance;FR
a Therenva , Rennes , France.;https://openalex.org/W2883254254;US;Orano;FR
Univ. Limoges, INRA, EA7500, USC1061 GAMAA;https://openalex.org/W3210348668;MA;Institut National de la Recherche Agronomique;FR
[Institute of Electronics and Telecommunications of Rennes, INSA of Rennes, Rennes, France];https://openalex.org/W2119598601;US;Intelligence and National Security Alliance;FR
Institute of Electronics and Telecommunications of Rennes, UMR CNRS 6164, INSA of Rennes, Rennes, France;https://openalex.org/W2296163060;US;Intelligence and National Security Alliance;FR
School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA;https://openalex.org/W2898517998;US;Georgia Institute of Technology;GE
INSA Rennes, IETR, UMR CNRS 6164, UEB, Rennes, France 35708#TAB#;https://openalex.org/W2175118756;US;Intelligence and National Security Alliance;FR
UMR CNRS 6164 IETR Image Group, INSA de Rennes;https://openalex.org/W2001439864;US;Intelligence and National Security Alliance;FR
IETR/INSA Rennes (France);https://openalex.org/W1790141363;US;Intelligence and National Security Alliance;FR
UMR CNRS 6164 IETR Image Group, INSA de Rennes, France;https://openalex.org/W1526286111;US;Intelligence and National Security Alliance;FR
IETR, INSA Rennes, UMR, Rennes, France#TAB#;https://openalex.org/W1991589679;US;Intelligence and National Security Alliance;FR
IETR / INSA Rennes, Rennes, France;https://openalex.org/W2310933546;US;Intelligence and National Security Alliance;FR
Univ. Rennes,INSA Rennes, IETR - UMR CNRS 6164;https://openalex.org/W3007123499;US;Intelligence and National Security Alliance;FR
IETR Image Group, INSA de Rennes, Rennes, France;https://openalex.org/W2202949839;US;Intelligence and National Security Alliance;FR
UEB, INSA Rennes, IETR, UMR 6164, Rennes, France 35708#TAB#;https://openalex.org/W341977208;US;Intelligence and National Security Alliance;FR
INSA Rennes, IETR Lab, CNRS 6164;https://openalex.org/W2765124532;US;Intelligence and National Security Alliance;FR
IETR - UMR 6164 - INSA Rennes, 35000, France;https://openalex.org/W1818122906;US;Intelligence and National Security Alliance;FR
IETR, INSA Rennes, UMR, UEB, Rennes, France;https://openalex.org/W2058413376;US;Intelligence and National Security Alliance;FR
, UEB, INSA, IETR, UMR 6164, Rennes, France;https://openalex.org/W2558421511;US;Intelligence and National Security Alliance;FR
INSA Rennes, UEB, IETR, UMR 6164, Rennes, France;https://openalex.org/W2567212755;US;Intelligence and National Security Alliance;FR
UBL, INSA Rennes, IETR, Rennes, France#TAB#;https://openalex.org/W2418080478;US;Intelligence and National Security Alliance;FR
IETR, UMR CNRS 6164, UEB, INSA Rennes, Rennes, France 35708#TAB#;https://openalex.org/W2499846331;US;Intelligence and National Security Alliance;FR
IETR, INSA Rennes, UBL, Rennes, France;https://openalex.org/W2624018299;US;Intelligence and National Security Alliance;FR
Univ. Rennes,INSA Rennes, IETR - UMR CNRS,France,6164;https://openalex.org/W3108403339;US;Intelligence and National Security Alliance;FR
INSA de Rennes, Rennes, France#TAB#;https://openalex.org/W1984935381;US;Intelligence and National Security Alliance;FR
IRISA / INSA Rennes;https://openalex.org/W201926834;US;Intelligence and National Security Alliance;FR
Center Rivages Pro Tech, SUEZ Smart Environmental Solutions, Bidart, France;https://openalex.org/W3133313661;NO;Smart Solution;FR
Department of Biology, Faculty of Science, Hong Kong Baptist University, Kowloon Tong, Hong Kong Special Administrative Region;https://openalex.org/W4281621622;CN;Hong Kong Baptist University;HK
Independent Researcher, Rijswijk, The Netherlands;https://openalex.org/W3208561693;US;Archer;NL
EFS Île-de-France, IMRB U955, équipe 2, transfusion et maladies du globule rouge, Créteil, France;https://openalex.org/W1974970576;IN;IMRB International;FR
Normandie Univ UNIROUEN INSA Rouen CNRS COBRA  76000 Rouen France;https://openalex.org/W4230384714;US;Intelligence and National Security Alliance;FR
Normandie Univ, UNIROUEN, INSA Rouen, CNRS, COBRA, 76000 Rouen, France. sylvain.oudeyer@univ-rouen.fr.;https://openalex.org/W4225368803;US;Intelligence and National Security Alliance;FR
Univ. of Caen Basse-Normandie, USA;https://openalex.org/W2569514479;FR;Université de Caen Normandie;US
#N##N#aCNRS/CEA/ENSICAEN/UCBN;https://openalex.org/W2287948450;GB;Council for the Curriculum, Examinations & Assessment;FR
French Atomic Energy Commission, F-91191 Gif-sur-Yvette, France;https://openalex.org/W2766106913;US;United States Atomic Energy Commission;FR
ANDRA, Ci2A, Soulaines-Dhuys, France;https://openalex.org/W2802150657;AU;Australian National Drag Racing Association;FR
University of Vienna, Faculty of Mathematics, Oskar-Morgenstern-Platz 1, A-1090 Vienna, Austria and Inria Project-Team Magique-3D, E2S UPPA, CNRS, Pau, France. E-mail:  (corresponding author).;https://openalex.org/W2940342427;AT;University of Vienna;FR
IDEXX Reference Laboratories, Inc.,West Sacramento;https://openalex.org/W3013386766;FR;IDEXX Laboratories;US
Sensor Electronic & Instrumentation Group, Department of Physics, Faculty of Sciences, Moulay Ismaïl University, B.P. 11201, Zitoune,Meknes,Morocco;https://openalex.org/W2098389010;PT;Instituto Superior da Maia;MA
Physics Department Sensor Electronic & Instrumentation Group, Faculty of Sciences, Moulay Ismail University, Meknes, Morocco;https://openalex.org/W2243983918;PT;Instituto Superior da Maia;MA
LMDC, INSAT/UPS Génie Civil, 135 Avenue de Rangueil, 31077 Toulouse cedex 04, France;https://openalex.org/W3201732211;US;Intelligence and National Security Alliance;FR
CEA-LETI-MINATEC,Grenoble,France;https://openalex.org/W3016018930;GB;Council for the Curriculum, Examinations & Assessment;FR
CEA-LETI-MINATEC, Grenoble, France;https://openalex.org/W3098765675;GB;Council for the Curriculum, Examinations & Assessment;FR
Department of Economics and Development, Kinshasa Catholic University of the Congo, Congo (Democratic Republic);https://openalex.org/W4283171460;CD;Université Catholique du Congo;CG
Laboratory of Biochemistry and Bioactive Natural Substances, Unit of Biochemistry  and Molecular Biology, University of Abomey-Calavi, 04 BP, 0320 Cotonou, Benin.;https://openalex.org/W3039191484;FR;Laboratory of BioChemistry;BJ
