issue_number,raw_affiliation_name,new_rors,previous_rors,added_rors,removed_rors,has_added_rors,has_removed_rors,works_examples,contact,contact_domain
2583,"Ecole Nationale Supérieure de Chimie de Rennes, University of Rennes, CNRS, ISCR—UMR6226, 35000 Rennes, France",01h0ffh48;015m7wh34;02feahw73;00adwkx90,01h0ffh48;015m7wh34;02feahw73,00adwkx90,,True,False,W4318203846,f3be67953d2d4bba047f962a5ef0d35b:9314070960b8a8e364fc7559c6f1302b @ univ-rennes.fr,univ-rennes.fr
2582,"Institute of Chemical Sciences of Rennes, UMR 6226, University of Rennes 1, Beaulieu Campus, 35042 Rennes, France",015m7wh34;00adwkx90,015m7wh34,00adwkx90,,True,False,W4365455593,d068e449fefb8ec50b4e845a436d7423:c308303ea416f28837506295f4f4629b @ univ-rennes.fr,univ-rennes.fr
2581,"University of Rennes 1, ISCR, UMR CNRS 6226, 35042, Rennes, France",015m7wh34;02feahw73;00adwkx90,015m7wh34;02feahw73,00adwkx90,,True,False,W4324144387,a4fed92421436724882a64ece8f6b9de:3d2885b78b12504c06a46404d49797d2 @ univ-rennes.fr,univ-rennes.fr
2580,"College of Engineering, Imam Mohammad Ibn Saud Islamic University, IMSIU, Riyadh 11432, Saudi Arabia; Ecole Nationale Supérieure de Chimie de Rennes, Centre National de la Recherche Scientifique (CNRS), ISCR—UMR 6226, Université de Rennes, F-35000 Rennes, France",01h0ffh48;015m7wh34;02feahw73;05gxjyb39;00adwkx90,01h0ffh48;015m7wh34;02feahw73;05gxjyb39,00adwkx90,,True,False,W4365146780,67731dfe7d1df69819b840817109ee59:9a5759ea3453c9a08d1938d893deb2d0 @ univ-rennes.fr,univ-rennes.fr
2579,"Ecole Nationale Supérieure de Chimie de Rennes, Centre National de la Recherche Scientifique (CNRS), ISCR—UMR 6226, Université de Rennes, F-35000 Rennes, France",01h0ffh48;015m7wh34;02feahw73;00adwkx90,01h0ffh48;015m7wh34;02feahw73,00adwkx90,,True,False,W4365146780,96296691341b0f449c5eb43c431bc9a7:e82055fbbdef81420d2e6dde2454f008 @ univ-rennes.fr,univ-rennes.fr
2578,"CNRS, ISCR-UMR 6226, University of Rennes, France",015m7wh34;02feahw73;00adwkx90,015m7wh34;02feahw73,00adwkx90,,True,False,W4385584913,e26c58d24cd193dd91feb03fa35a86a7:b5a63b20a68aebf4e76437ac26651de1 @ univ-rennes.fr,univ-rennes.fr
2577,"Université de Rennes, Ecole Nationale Supérieure de Chimie de Rennes, CNRS, ISCR-UMR 6226, F-35000 Rennes, France",01h0ffh48;015m7wh34;02feahw73;00adwkx90,01h0ffh48;015m7wh34;02feahw73,00adwkx90,,True,False,W4387363061,73ebdcc8ec892e7a050c63588a5e4d01:c0f1882e84eda21aaab58fcd3975466f @ univ-rennes.fr,univ-rennes.fr
2576,"Department of Chemistry, Umeå University, SE-90187 Umeå, Sweden; Université de Rennes, Ecole Nationale Supérieure de Chimie de Rennes, CNRS, ISCR-UMR 6226, F-35000 Rennes, France",05kb8h459;01h0ffh48;015m7wh34;02feahw73;00adwkx90,05kb8h459;01h0ffh48;015m7wh34;02feahw73,00adwkx90,,True,False,W4387363061,2d013fd56798890e4811e5ad35034c8d:f7643f096ff89a376fce7a0d020cbb8e @ univ-rennes.fr,univ-rennes.fr
2575,"École Nationale Supérieure de Chimie de Rennes (ENSCR), Université de Rennes, UMR CNRS 6226, 11 Allée de Beaulieu, 35700 Rennes, France",01h0ffh48;015m7wh34;02feahw73;00adwkx90,01h0ffh48;015m7wh34;02feahw73,00adwkx90,,True,False,W4327973725;W4327954171,2c422cb97492ebd6de40a75aa3ee1db5:c33df134fe02f9b225cb29c7c53a253c @ univ-rennes.fr,univ-rennes.fr
2574,"Université de Rennes, CNRS, ISCR—UMR 6226, ScanMAT—UAR 2025, 35000 Rennes, France",015m7wh34;02feahw73;00adwkx90,015m7wh34;02feahw73,00adwkx90,,True,False,W4319595463,dcb4ee18e1693e2aaa7c2479900a0f49:5b905701ccabb70b08778afc8a33945c @ univ-rennes.fr,univ-rennes.fr
2573,"Laboratory of Glasses and Ceramics, Institute of Chemical Science, University of Rennes 1, UMR CNRS 6226, Rennes, France",015m7wh34;02feahw73;00adwkx90,015m7wh34;02feahw73,00adwkx90,,True,False,W4376472742;W4386476466,f93c819078e95a9fcf10692f14b04e43:4945f6515265d2844a1cf189487b2b4d @ univ-rennes.fr,univ-rennes.fr
2572,"Ecole Nationale Supérieure de Chimie de Rennes, UMR CNRS 6226, Université Rennes, 11 Allée de Beaulieu, F-35708 Rennes Cedex 7, France",01h0ffh48;02feahw73;00adwkx90,01h0ffh48;02feahw73,00adwkx90,,True,False,W4318486643,d35e336ee8584ffb2ce594c79d763c3a:4c59cabc17a1243a9d7c11b59d392b8c @ univ-rennes.fr,univ-rennes.fr
2571,"ISCR, UMR CNRS 6226, campus de Beaulieu, Université de Rennes, 35042 Rennes cedex, France",015m7wh34;02feahw73;00adwkx90,015m7wh34;02feahw73,00adwkx90,,True,False,W4387942632,6014bbed354114cc21f5c02ecc2632d4:385812aff785c68ac17a43f3c9e2ca30 @ univ-rennes.fr,univ-rennes.fr
2570,"Ecole Nationale Supérieure de Chimie de Rennes, Université de Rennes, CNRS, ISCR—UMR 6226, 35000 Rennes, France",01h0ffh48;015m7wh34;02feahw73;00adwkx90,01h0ffh48;015m7wh34;02feahw73,00adwkx90,,True,False,W4319158004,83fe8469b699922d92d35fbe2657185f:90de799157e48efddc938593735e9341 @ univ-rennes.fr,univ-rennes.fr
2569,"ISCR, UMR 6226, University of Rennes, Campus de Beaulieu 2 , 35042 Rennes Cedex, France",015m7wh34;00adwkx90,015m7wh34,00adwkx90,,True,False,W4383342772,c93b1098269982919f867510f3e0118f:5f082f677bb2b46d261a7abaf622a6e2 @ univ-rennes.fr,univ-rennes.fr
2568,"UMR BOREA – Université de Rennes 1, Campus de Beaulieu, 263 avenue Général Leclerc, CS 74205, 35042 Rennes Cedex",015m7wh34;01tp1c480,015m7wh34,01tp1c480,,True,False,W4360860150,c2ac997ca240797b940fd8b15925258a:11734b08e34800ea3cb3eab2a578f3ac @ univ-rennes.fr,univ-rennes.fr
2567,"Institut de Physique de Rennes, Univ. Rennes 1, CNRS, Unité Mixte de Recherche 6118 , Rennes, France",022b0h879;015m7wh34;02feahw73;00vn0zc62,022b0h879;015m7wh34;02feahw73,00vn0zc62,,True,False,W4386709510,3e36e4698870fdc42fb8767368ce5f41:b4a8c7db7b5986c0589e7a96803bef30 @ univ-rennes.fr,univ-rennes.fr
2566,"Institut de Physique de Rennes, Univ. Rennes 1, CNRS, Unité Mixte de Recherche 6118, Rennes, France",015m7wh34;02feahw73;022b0h879;00vn0zc62,015m7wh34;02feahw73;022b0h879,00vn0zc62,,True,False,W4377157066,3527038a54f7d406d81e836d9fce05a2:df074f8fe1dfc02fff13dceada0e4be4 @ univ-rennes.fr,univ-rennes.fr
2565,"CNRS, UMR 6118, Transferts d’eau et de matière dans les milieux hétérogènes complexes–Géosciences, Université Rennes, Rennes, France",02feahw73;00vn0zc62,02feahw73,00vn0zc62,,True,False,W4307303981,5c9a0d34e2a4d3663f2f35df80f0f46b:1b0d3d35de3be7d83aa5a4d043b50290 @ univ-rennes.fr,univ-rennes.fr
2564,"UMR 6553 Ecobio, Université de Rennes, CNRS, OSUR, Av du Général Leclerc, F-35042 Rennes, France",015m7wh34;02feahw73;005fjj927,015m7wh34;02feahw73,005fjj927,,True,False,W4386409341,b5bf13f20354ecb1241932fe299fada1:9e835cc633a4485d22c52fde9a4e572a @ univ-rennes.fr,univ-rennes.fr
2563,"UMR 6553 Ecobio, Université de Rennes, OSUR, CNRS Rennes France",015m7wh34;02feahw73;005fjj927,015m7wh34;02feahw73,005fjj927,,True,False,W4388534600,f110f45235b63cb778571fdc5339151a:4a56a5844108468be9391456a5cc213e @ univ-rennes.fr,univ-rennes.fr
2562,"Département de Biologie, Institut de Biologie Intégrative et des Systèmes (IBIS), Université Laval , Québec, QC , Canada; UMR 6553 Ecobio, OSUR, CNRS, Université de Rennes , Rennes , France",04sjchr03;015m7wh34;02feahw73;005fjj927,04sjchr03;015m7wh34;02feahw73,005fjj927,,True,False,W4367186579,65755133997e01c651b53584cc12fd53:ed97b7b6b567d36dc46c8b71af4fe58d @ univ-rennes.fr,univ-rennes.fr
2561,"University of Rennes, CNRS, Ecobio, UMR 6553, Rennes, France",015m7wh34;02feahw73;005fjj927,015m7wh34;02feahw73,005fjj927,,True,False,W4353004352,8057af09cecf1f08ffa084aa4e11464c:b8a350edb905a80de2fdd272510e4014 @ univ-rennes.fr,univ-rennes.fr
2560,"University of Rennes 1, UMR CNRS 6553 EcoBio",015m7wh34;02feahw73;005fjj927,015m7wh34;02feahw73,005fjj927,,True,False,W4367059425;W4366596314,2c835c89cb8a05619142347eb1ecbb63:6633090bcc2617a24ae14eaf5d4e4625 @ univ-rennes.fr,univ-rennes.fr
2559,"Université de Rennes 1, CNRS, UMR6553 Ecobio, Campus Beaulieu, 35000 Rennes, France",02feahw73;015m7wh34;005fjj927,02feahw73;015m7wh34,005fjj927,,True,False,W4316511502,8237eb4e9a9e55512af968f91ced5520:8ba7f2aac41847a911ce6603e8876791 @ univ-rennes.fr,univ-rennes.fr
2558,"UMR CNRS Ecobio 6553, Université de Rennes-1 , Campus Scientifique de Beaulieu, 35042 Rennes Cedex , France",015m7wh34;02feahw73;005fjj927,015m7wh34;02feahw73,005fjj927,,True,False,W4362574629,30eb6053dd052e049ca1339a80742796:70eb1c0692e4fbefeaa533ce59b87393 @ univ-rennes.fr,univ-rennes.fr
2557,"Service environnement et développement durable, Ville du Havre , 76600 Le Havre , France; UMR CNRS Ecobio 6553, Université de Rennes-1 , Campus Scientifique de Beaulieu, 35042 Rennes Cedex , France",015m7wh34;02feahw73;005fjj927,015m7wh34;02feahw73,005fjj927,,True,False,W4362574629,1b7042e20b850403cc697eff799731ec:3784042af594fb96c1ed44bec8131b91 @ univ-rennes.fr,univ-rennes.fr
2556,"Hubbardbreeders, La Pouhardière , 35220 Châteaubourg , France; UMR CNRS Ecobio 6553, Université de Rennes-1 , Campus Scientifique de Beaulieu, 35042 Rennes Cedex , France",015m7wh34;02feahw73;005fjj927,015m7wh34;02feahw73,005fjj927,,True,False,W4362574629,b224ca6b5bab82fdfd5bea98394cfdc1:f7caef6f69b28c6b702e247beec87f3e @ univ-rennes.fr,univ-rennes.fr
2555,"Université de Rennes 1, CNRS, UMR6553 Ecobio  Rennes France",015m7wh34;02feahw73;005fjj927,015m7wh34;02feahw73,005fjj927,,True,False,W4317733003,9e9fd69eb642378ad7efb347c918b696:a79b6aff054e951b78f64bd50a83b687 @ univ-rennes.fr,univ-rennes.fr
2554,"Inserm, Inrae, UMR_S 1317, NuMeCan (Nutrition, Metabolisms and Cancer), Univ Rennes, France",03z69yv22;02vjkv261;015m7wh34;03zb6nw87,03z69yv22;02vjkv261;015m7wh34,03zb6nw87,,True,False,W4386449420,549d51580da825de958b8bdbcc4c3493:2264fc2c2af408321f2b71dcee56acc8 @ univ-rennes.fr,univ-rennes.fr
2553,"INSERM, Univ Rennes, INRAE, Institut NUMECAN (Nutrition Metabolisms and Cancer) UMR_A 1341, UMR_S 1317, Rennes, France",003vg9w96;02vjkv261;015m7wh34;03zb6nw87,003vg9w96;02vjkv261;015m7wh34,03zb6nw87,,True,False,W4386407414,3575cae28178a3039f91198f3f07c9f6:66a2367c526c31004fc535a915215259 @ univ-rennes.fr,univ-rennes.fr
2552,"Clinical Biochemistry and Toxicology Laboratory, Rennes University Hospital Centre, Rennes, France; Univ Rennes, Inserm, INRAE, Institut NuMeCan (Nutrition, Metabolism and Cancer) – UMR_A 1341, UMR_S 1317, F-35000 Rennes, France",02vjkv261;015m7wh34;003vg9w96;05qec5a53;03zb6nw87,02vjkv261;015m7wh34;003vg9w96;05qec5a53,03zb6nw87,,True,False,W4387817385,106d5613cc60a90156127f59d1d8454a:8ab5053bf8831bc56c8593761e79212c @ univ-rennes.fr,univ-rennes.fr
2551,"Univ Rennes, INSERM, INRAE, Institut NuMeCan (Nutrition, Metabolisms and Cancer) UMR-A 1341, UMR-S 1241, F-35000 Rennes, France",02vjkv261;015m7wh34;003vg9w96;03zb6nw87,02vjkv261;015m7wh34;003vg9w96,03zb6nw87,,True,False,W4366351901,3ce23f8c3edbe2c2116750c0b9b54333:6626f8bde5a81dc8080bde2a3f6ce128 @ univ-rennes.fr,univ-rennes.fr
2550,"Department of Anesthesia and Critical Care, Rennes University Hospital, Rennes and Univ Rennes, CHU de Rennes, Inra, Inserm, Institut NUMECAN–UMR_A 1341, UMR_S 1241, Rennes, France",015m7wh34;05qec5a53;02vjkv261;03zb6nw87,015m7wh34;05qec5a53;02vjkv261,03zb6nw87,,True,False,W4362602823,4f08ce5297f1d656d52b6b0ccea041e4:65ecea08755d3fa5a861a7970f4bce86 @ univ-rennes.fr,univ-rennes.fr
2549,"NuMeCan Institute (Nutrition, Metabolisms and Cancer), CHU Rennes, Univ Rennes, INSERM, INRAE, UMR_A 1341, UMR_S 1317, 3000 Rennes, France",015m7wh34;05qec5a53;02vjkv261;003vg9w96;03zb6nw87,015m7wh34;05qec5a53;02vjkv261;003vg9w96,03zb6nw87,,True,False,W4367395821,1460bf25f58e16b195f71ede27dbd4f8:d9cefd2070b18478d8f719b18070c44e @ univ-rennes.fr,univ-rennes.fr
2548,"U1317 INSERM, INRAE, Univ Rennes 1, CHU de Rennes, Nutrition Metabolisms and Cancer, Department of Dentistry, University Hospital, Rennes, France",015m7wh34;02vjkv261;05qec5a53;003vg9w96;03zb6nw87,015m7wh34;02vjkv261;05qec5a53;003vg9w96,03zb6nw87,,True,False,W4367309762,1757ce8bf1cf30f130782f695d5a0ede:c42641313902db0d9c0097550720456f @ univ-rennes.fr,univ-rennes.fr
2547,"Inserm, Inrae, UMR_S 1317 NuMeCan (Nutrition, Metabolisms and Cancer), Univ Rennes France",02vjkv261;015m7wh34;03z69yv22;03zb6nw87,02vjkv261;015m7wh34;03z69yv22,03zb6nw87,,True,False,W4376872919,3e9026f111d86e907230008ff6590af3:3812a2e6b59446eb234f0e40f5c31a6b @ univ-rennes.fr,univ-rennes.fr
2546,"Comprehensive Cancer Center Eugène Marquis, Rennes, France;; Inserm, INRAE, Univ Rennes, Institut NUMECAN (Nutrition, Métabolismes et Cancer) -UMR 1317, Rennes, France;",01yezas83;02vjkv261;015m7wh34;003vg9w96;03zb6nw87,01yezas83;02vjkv261;015m7wh34;003vg9w96,03zb6nw87,,True,False,W4377232173,d63ec14386a8946ec2bb7d6768f1978e:a5188990e7a6ee2d8d9d0c05edd40d98 @ univ-rennes.fr,univ-rennes.fr
2545,"INSERM, Univ Rennes, INRAE, Institut NUMECAN (Nutrition Metabolisms and Cancer) UMR_A 1341, UMR_S 1241, F-35000 Rennes, France",02vjkv261;015m7wh34;003vg9w96;03zb6nw87,02vjkv261;015m7wh34;003vg9w96,03zb6nw87,,True,False,W4315780863,62eae5148613a9acdb908ab4d3436d5d:d698af7e2fea60c203cfbd957335ec8e @ univ-rennes.fr,univ-rennes.fr
2544,"Comprehensive Cancer Center Eugène Marquis, 35000 Rennes, France; Inserm, INRAE, Institut NUMECAN (Nutrition, Métabolismes et Cancer)—UMR 1317, Univ Rennes, 35000 Rennes, France",01yezas83;02vjkv261;015m7wh34;003vg9w96;03zb6nw87,01yezas83;02vjkv261;015m7wh34;003vg9w96,03zb6nw87,,True,False,W4380995055,97f176d3e2c8c82304ab2c1ccbdafccf:3b01ad3a6ca140f6045fe5c7a4c433f5 @ univ-rennes.fr,univ-rennes.fr
2543,"INSERM, Univ Rennes, INRAE, Institut NUMECAN (Nutrition Metabolisms and Cancer) UMR_A 1341, UMR_S 1241, F-35000, Rennes, France",015m7wh34;003vg9w96;02vjkv261;03zb6nw87,015m7wh34;003vg9w96;02vjkv261,03zb6nw87,,True,False,W4302773440,cd79c505ea78171bf2b9ea77cd98e602:97ef3aa0944c5035328ce6d8120e7a85 @ univ-rennes.fr,univ-rennes.fr
2542,"Cancéropole Grand Ouest (CGO), NET ""Niches and Epigenetics of Tumors"" Network; Inserm, INRAE, Univ Rennes, Institut NUMECAN (Nutrition Métabolismes et Cancer) UMR-A 1341",003vg9w96;03vx94b97;03zb6nw87,003vg9w96;03vx94b97,03zb6nw87,,True,False,W4384024301,5a3c3d193e1f127c4e8a70c212fa155a:2f60dc9156663f4f2dcf85939b3917f3 @ univ-rennes.fr,univ-rennes.fr
2541,"Inserm, INRAE, Univ Rennes, Institut NUMECAN (Nutrition Métabolismes et Cancer) UMR-A 1341; University of Rennes",003vg9w96;015m7wh34;03zb6nw87,003vg9w96;015m7wh34,03zb6nw87,,True,False,W4384024301,756b61f62e0dcb72fd1f6bb0b88d79f3:722f546456674d48139fe96010386ae6 @ univ-rennes.fr,univ-rennes.fr
2540,"Inserm, INRAE, Univ Rennes, Institut NUMECAN (Nutrition Métabolismes et Cancer) UMR-A 1341",003vg9w96;03zb6nw87,003vg9w96,03zb6nw87,,True,False,W4384024301,21ad148a09071a568b8b69af9df20f51:0e733f41ffc3bfb9cbf9084343057221 @ univ-rennes.fr,univ-rennes.fr
2539,"Department of Nuclear Medicine, Cancer Institute Eugène Marquis, F-35042 Rennes, France; INSERM, INRAE, Nutrition Métabolismes et Cancer U1317, University of Rennes, F-35033 Rennes, France",01yezas83;02vjkv261;015m7wh34;003vg9w96;03zb6nw87,01yezas83;02vjkv261;015m7wh34;003vg9w96,03zb6nw87,,True,False,W4365148103,64fa9642b2c03db623bfd194344077dd:e1d157b27379bf886895a5298b725293 @ univ-rennes.fr,univ-rennes.fr
2538,"Campus Santé, University of Rennes, F-35042 Rennes, France; Department of Nuclear Medicine, Cancer Institute Eugène Marquis, F-35042 Rennes, France; INSERM, INRAE, Nutrition Métabolismes et Cancer U1317, University of Rennes, F-35033 Rennes, France",01yezas83;015m7wh34;02vjkv261;003vg9w96;03zb6nw87,01yezas83;015m7wh34;02vjkv261;003vg9w96,03zb6nw87,,True,False,W4365148103,684f7547225837b8bfbc76544695f78b:e1b86aacb6c380d9c9d3987d3b0a5c04 @ univ-rennes.fr,univ-rennes.fr
2537,"Inserm, Institut NUMECAN (Nutrition Metabolisms and Cancer) UMR_A 1341, UMR_S 1241, université Rennes, INRAE, Rennes, France",015m7wh34;02vjkv261;003vg9w96;03zb6nw87,015m7wh34;02vjkv261;003vg9w96,03zb6nw87,,True,False,W4361282463,b1d350660bad9f1332c61691e95604c7:f34f41136f80cc199a738196c7b82b3d @ univ-rennes.fr,univ-rennes.fr
2536,"Univ Rennes, CHU de Rennes, Inra, Inserm, Institut NUMECAN – UMR_A 1341, UMR_S 1241, CIC 1414 (Centre d’Investigation Clinique de Rennes), 35000, Rennes, France",02vjkv261;015m7wh34;05qec5a53;02baj6743;03zb6nw87,02vjkv261;015m7wh34;05qec5a53;02baj6743,03zb6nw87,,True,False,W4362693086,ca24ffe5a90e697baa0753cf377940f8:49f4e8fcfce597b8741f928ed9267111 @ univ-rennes.fr,univ-rennes.fr
2535,"EHESP School of Public Health; Institut NuMeCan, INRAE 1341, INSERM 1241, Université de Rennes 1",01sc83v92;015m7wh34;02vjkv261;003vg9w96;03zb6nw87,01sc83v92;015m7wh34;02vjkv261;003vg9w96,03zb6nw87,,True,False,W4390166464,399e9df8e831d2a05549e7b0562f16a9:f0baf7e42aeb68533a1526558fac7dbf @ univ-rennes.fr,univ-rennes.fr
2534,"Université de Rennes 1, INSERM, LTSI‐U1099, Campus de Beaulieu  Rennes France",015m7wh34;02vjkv261;01f1amm71,015m7wh34;02vjkv261,01f1amm71,,True,False,W4377012018,06d40dae1fa02e14081d2e154cf868b5:37949e849838624fbc37f0a29aa9547c @ univ-rennes.fr,univ-rennes.fr
2533,"University of Rennes, CHU Rennes, INSERM, LTSI–UMR 1099, Rennes (V.B., V.G., D.P., R.P.M.).",015m7wh34;05qec5a53;02vjkv261;01f1amm71,015m7wh34;05qec5a53;02vjkv261,01f1amm71,,True,False,W4321378036,ac5198cd2d20bbad098af3a837d77bee:edfaf7bb7a45d75e2e2aa4bedb72ce56 @ univ-rennes.fr,univ-rennes.fr
2532,"University of Rennes, CHU Rennes, INSERM, LTSI–UMR 1099, Rennes (V.B., V.G., D.P., R.P.M.).",02vjkv261;015m7wh34;05qec5a53;01f1amm71,02vjkv261;015m7wh34;05qec5a53,01f1amm71,,True,False,W4321378036,eecab7cbcfd0ff4dd68d64a05df2ae05:0ea260c75247468d5bd401bed5f75e39 @ univ-rennes.fr,univ-rennes.fr
2531,"CHU Saint Etienne, University of Rennes, INSERM, LTSI -UMR 1099, Rennes (K.B.).",015m7wh34;02vjkv261;04pn6vp43;01f1amm71,015m7wh34;02vjkv261;04pn6vp43,01f1amm71,,True,False,W4321378036,e39c77cc2f14dae0966d29af96cdd37d:3a4c9e1a27aab1875bedbb119d7e8757 @ univ-rennes.fr,univ-rennes.fr
2530,"University of Rennes, Inserm, CHU Rennes, LTSI - UMR 1099, Rennes, France",015m7wh34;02vjkv261;05qec5a53;01f1amm71,015m7wh34;02vjkv261;05qec5a53,01f1amm71,,True,False,W4322756269,de35f78e6a7afd9f52d7ac3e39e528bd:63131690f579774d9bcd26b567d24c5d @ univ-rennes.fr,univ-rennes.fr
2529,"Academic Visitor at University College of London, Institute for Women's Health, London, UK; Department of Obstetrics and Gynecology, University Hospital of Rennes, France; LTSI – INSERM UMR 1099, University of Rennes 1, Rennes F35000, France",024en4403;05qec5a53;015m7wh34;02vjkv261;01f1amm71,024en4403;05qec5a53;015m7wh34;02vjkv261,01f1amm71,,True,False,W4386879732,2bf4efca1ce9bf6af1595fd6fbe186f8:7ad1df051b29906b6af49b3f67c038de @ univ-rennes.fr,univ-rennes.fr
2528,"LTSI – INSERM UMR 1099, University of Rennes 1, F35000, Rennes, France",015m7wh34;02vjkv261;01f1amm71,015m7wh34;02vjkv261,01f1amm71,,True,False,W4382701231,2cd5de67ee5f367aac016a03cf94f2cd:b04796914325e2b3e49d95fe3bcae0fe @ univ-rennes.fr,univ-rennes.fr
2527,"Department of Computer Science, Wellcome/EPSRC Centre for Interventional and Surgical Sciences (WEISS), University College London, London, United Kingdom; Department of Obstetrics and Gynecology, University Hospital of Rennes, France; LTSI – INSERM UMR 1099, University of Rennes 1, F35000, Rennes, France",03r42r570;02jx3x895;015m7wh34;02vjkv261;05qec5a53;01f1amm71,03r42r570;02jx3x895;015m7wh34;02vjkv261;05qec5a53,01f1amm71,,True,False,W4382701231,2e8a8944083fafe244ba58c5d60371ea:d520e32ed322c0aa417d72036c681fe4 @ univ-rennes.fr,univ-rennes.fr
2526,"University of Rennes 1, Inserm, LTSI-U1099, Rennes, France",015m7wh34;02vjkv261;01f1amm71,015m7wh34;02vjkv261,01f1amm71,,True,False,W4322731034,72a76caecda0184611b145ad161a063c:ffc44d42a16ec88cfd5af88ebae3b00f @ univ-rennes.fr,univ-rennes.fr
2525,"Service de cardiologie, CHU de Rennes, université de Rennes 1, Inserm LTSI U1099, 35000 Rennes, France",015m7wh34;02vjkv261;05qec5a53;01f1amm71,015m7wh34;02vjkv261;05qec5a53,01f1amm71,,True,False,W4379615632,78e059838ef7a8f4058f9fa17ff1f7db:160f32ee97b3b2959d5b121e911c5f24 @ univ-rennes.fr,univ-rennes.fr
2524,"Department of Medical Oncology, Centre Eugene Marquis, Rennes, France; LTSI, Inserm U1099, Université de Rennes 1, Rennes, France",01yezas83;015m7wh34;02vjkv261;01f1amm71,01yezas83;015m7wh34;02vjkv261,01f1amm71,,True,False,W4292411720,66f7cf33d5fa0308ed48937b0c4a6da7:425176753bee509a2fe814691ac4ba26 @ univ-rennes.fr,univ-rennes.fr
2523,"LTSI, Inserm U1099, Université de Rennes 1, Rennes, France",015m7wh34;02vjkv261;01f1amm71,015m7wh34;02vjkv261,01f1amm71,,True,False,W4292411720,cb123f4d2031b8b9f57cf8ad42acdf6a:ef47d3217695a471fe47258748e89c9f @ univ-rennes.fr,univ-rennes.fr
2522,"1Department of Anesthesia and Critical Care, Pontchaillou, University Hospital of Rennes, National Institute of Health and Medical Research, Center of Clinical Investigation, Research Institute for Environmental and Occupational Health, Mixed Research Unit S1085, University Hospital Federation Survival Optimization in Organ Transplantation, Univ Rennes, Rennes, France.",05qec5a53;01p178v10,05qec5a53,01p178v10,,True,False,W4379980059,471bb9f1d032e8823976006979d8035d:895a40d230dc87fb316ee47b1fd0fd38 @ univ-rennes.fr,univ-rennes.fr
2521,"Univ. Rennes, Inserm, EHESP, UMR_S 1085",01sc83v92;02vjkv261;015m7wh34;01p178v10,01sc83v92;02vjkv261;015m7wh34,01p178v10,,True,False,W4368362778,bb777ffb873d6cb9b75bea8472948673:cfe1ba02d1dd550ccaa7da858a10a195 @ univ-rennes.fr,univ-rennes.fr
2520,"University of Rennes, CHU Rennes, Inserm, EHESP, Research Institute for Environmental and Occupational Health-UMR_S 1085, Rennes, France",01sc83v92;05qec5a53;015m7wh34;02vjkv261;01p178v10,01sc83v92;05qec5a53;015m7wh34;02vjkv261,01p178v10,,True,False,W4318070511,36077ef0ec51cf1c8657896e023e4cea:ffdfb97f2eee7dbdd493394d6e22ac8b @ univ-rennes.fr,univ-rennes.fr
2519,EHESP-Irset; Université de Rennes,015m7wh34;01sc83v92;01p178v10,015m7wh34;01sc83v92,01p178v10,,True,False,W4306179988;W4390865426,0932eae05c8ec538e87ecd67278f64cc:1f993f12f765720e93c34dc17f7539b1 @ univ-rennes.fr,univ-rennes.fr
